company,description,location,rating,salary,title
,The skilled Developer will have the primary responsibility for building and shaping visitors’ experience at our websites and other online properties.,"Ottawa, ON",,,Marketing Web Developer (Remote within Canada)
Geotab,"Lead and contribute to system design discussions while acting as a mentor and SME to other Junior developers.,As a Senior Software Developer, you understand the…","Ottawa, ON",3.4,,Senior Software Developer
,"Minimum 3 years of experience as a software developer.,We’re looking for an ambitious Full Stack Developer who wishes to become part of a successful startup…","Ottawa, ON",,"$80,000 a year",Full Stack (RoR/.NET/JS) Developer
,"Work closely with our talented designers and product owners to create, maintain and improve components in our design system.","Ottawa, ON",,,Intermediate Front End Software Engineer
Ericsson,"Full-stack virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Developer - Cloud Native 5G vDU Radio Management and Control
IBM,"Knowledge of best practice software engineering practices for full software development life cycle.,Experience with monitoring tools such as Prometheus,…","Ottawa, ON",3.9,,AWS DevOps Engineer
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,As a developer on our 5G Virtualized Digital Unit Integration and Test Automation team, you'll be a key…","Ottawa, ON",4.1,,New graduate - Cloud Native vDU Test Automation
,"NET developer very familiar with Python / .,NET, SQL Server, and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Intermediate Software Developer (Remote)
Google,"Bachelor's degree in Computer Science, Engineering, a related field or equivalent practical experience.,8 years of experience in an Infrastructure-as-a-Service …","Ottawa, ON",4.3,,"Field Sales Manager, Public Sector, Google Cloud"
AudienceView,"As a successful candidate, you will bring extensive expertise in the design, framework &amp; methodology of data warehousing, and possess experience in the full…","Ottawa, ON",3.3,,Data Engineer
,"Collage.com pays 100% of the premium for full health, vision and dental insurance coverage for you and your family in a high-quality Blue Cross Blue Shield PPO…","Ottawa, ON",,,Senior Front-end Software Engineer
,"Reporting to the Director, Product Development, the Data Science and Analytics Manager will take ownership of building and managing our data function and be a…","Ottawa, ON",,,Data Science and Analytics Manager (Remote within Canada)
,"Build, and maintain high traffic applications/services; responsible for system requirements, design, full-stack development, testing, deployment, support and…","Ottawa, ON",,,Senior Software Developer
Shopify,"Build tooling that delights Shopify developers and allows them to make an impact quickly.,Help develop our caching infrastructure and advise Shopify developers…","Ottawa, ON",3.9,,"Senior Software Engineer - Cloud Infrastructure (Remote, Americas)"
"Immigration, Refugees and Citizenship Canada",Collaborate with other software developers on the various layers of infrastructure and application stack to design and launch new features.,"Ottawa, ON",4.2,,Senior Java (Back End) Developer
Accedian Networks,"Having a good knowledge and industry experience in a full-stack programming language a definite asset.,Accedian develops best-in-class network monitoring…","Ottawa, ON",3.6,,Data Scientist
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,As a developer on our 5G Virtualized Digital Unit Integration and Test Automation team, you'll be a key…","Ottawa, ON",4.1,,New graduate - Cloud Native vDU Test Automation
,"NET developer very familiar with Python / .,NET, SQL Server, and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Intermediate Software Developer (Remote)
Google,"Bachelor's degree in Computer Science, Engineering, a related field or equivalent practical experience.,8 years of experience in an Infrastructure-as-a-Service …","Ottawa, ON",4.3,,"Field Sales Manager, Public Sector, Google Cloud"
AudienceView,"As a successful candidate, you will bring extensive expertise in the design, framework &amp; methodology of data warehousing, and possess experience in the full…","Ottawa, ON",3.3,,Data Engineer
AudienceView,"Collaborate with product developers, quality analysts, client services agents and salespeople.,Develop in full-stack open-source Java technologies - Spring,…","Ottawa, ON",3.3,,Java Developer
i-Sight,"Full-stack JavaScript development w/ a Node.js backend.,Have a 3+ year degree / diploma in engineering, programming or computer science or equivalent work…","Ottawa, ON",3.4,,Software Application Developer - Platform
,"Build, and maintain high traffic applications/services; responsible for system requirements, design, full-stack development, testing, deployment, support and…","Ottawa, ON",,,Senior Software Developer
Shopify,"Build tooling that delights Shopify developers and allows them to make an impact quickly.,Help develop our caching infrastructure and advise Shopify developers…","Ottawa, ON",3.9,,"Senior Software Engineer - Cloud Infrastructure (Remote, Americas)"
"Immigration, Refugees and Citizenship Canada",Collaborate with other software developers on the various layers of infrastructure and application stack to design and launch new features.,"Ottawa, ON",4.2,,Senior Java (Back End) Developer
Accedian Networks,"Having a good knowledge and industry experience in a full-stack programming language a definite asset.,Accedian develops best-in-class network monitoring…","Ottawa, ON",3.6,,Data Scientist
,"NET developer very familiar with Python / .,NET, SQL Server; and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Lead Full Stack Engineer (Remote)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"Millions of errors costing people millions of dollars are being detected on a monthly basis at Noibu, as a Full Stack Developer you will help us build the…","Ottawa, ON",,,Backend Engineer
Ericsson,"Coordinate full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience, and performance by taking full advantage of the…","Ottawa, ON",4.1,,Senior Systems Developer - Cloud Native RAN
,"If you are a passionate developer then read on.,We are currently seeking a permanent full-time Linux Kernel Network Software Engineer.","Ottawa, ON",,,EXPERIENCED LINUX AND KERNEL NETWORK SOFTWARE ENGINEER
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"The R&amp;D product development team is currently made up of four groups of full-stack web application developers.,Support PMs on pitch-shaping for future cycles.","Ottawa, ON",,,"Manager, Product Development (Remote within Canada)"
,"Perform full-stack, full life-cycle feature development.,Passion for championing best practices and ensuring high-quality code by providing technical leadership…","Kanata, ON",,,Senior Software Developer - Ottawa
,"NET developer very familiar with Python / .,NET, SQL Server; and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Lead Full Stack Engineer (Remote)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"Millions of errors costing people millions of dollars are being detected on a monthly basis at Noibu, as a Full Stack Developer you will help us build the…","Ottawa, ON",,,Backend Engineer
Ericsson,"Coordinate full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience, and performance by taking full advantage of the…","Ottawa, ON",4.1,,Senior Systems Developer - Cloud Native RAN
,"If you are a passionate developer then read on.,We are currently seeking a permanent full-time Linux Kernel Network Software Engineer.","Ottawa, ON",,,EXPERIENCED LINUX AND KERNEL NETWORK SOFTWARE ENGINEER
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"The R&amp;D product development team is currently made up of four groups of full-stack web application developers.,Support PMs on pitch-shaping for future cycles.","Ottawa, ON",,,"Manager, Product Development (Remote within Canada)"
,"Perform full-stack, full life-cycle feature development.,Passion for championing best practices and ensuring high-quality code by providing technical leadership…","Kanata, ON",,,Senior Software Developer - Ottawa
Kinaxis,"Minimum 5+ years of experience in Software development, including 5 years as a full stack developer.,Monitor development and production environments in order to…","Ottawa, ON",4.0,,Senior DevOps Developer
,"You will help in developing security controls and educating developers on how to foster a culture of security.,Assist with our responsible disclosure program.","Ottawa, ON",,,Application Security Engineer (Remote within Canada)
,"You are responsible for building and managing a variety of features for our public API used for third-party integrations.,Build and update APIs (Flask/Python).","Ottawa, ON",,,Intermediate Back-End Python Developer
,"Collage.com pays 100% of the premium for full health, vision and dental insurance coverage for you and your family in a high-quality Blue Cross Blue Shield PPO…","Ottawa, ON",,,Senior Front-end Software Engineer
Fortinet,"Familiar with full stack development.,Ability to take full ownership of assigned tasks and work well independently.,5+ years of software development experience.","Ottawa, ON",3.8,,Senior Application Developer
Kinaxis,"Minimum 5+ years of experience in Software development, including 5 years as a full stack developer.,Monitor development and production environments in order to…","Ottawa, ON",4.0,,Senior DevOps Developer
,"You will help in developing security controls and educating developers on how to foster a culture of security.,Assist with our responsible disclosure program.","Ottawa, ON",,,Application Security Engineer (Remote within Canada)
,"You are responsible for building and managing a variety of features for our public API used for third-party integrations.,Build and update APIs (Flask/Python).","Ottawa, ON",,,Intermediate Back-End Python Developer
,"Collage.com pays 100% of the premium for full health, vision and dental insurance coverage for you and your family in a high-quality Blue Cross Blue Shield PPO…","Ottawa, ON",,,Senior Front-end Software Engineer
,"Millions of errors costing people millions of dollars are being detected on a monthly basis at Noibu, as a Full Stack Developer you will help us build the…","Ottawa, ON",,,Frontend Engineer
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU; CRAN &amp; DRAN configurations; COTS HW.,Deliver scalability, resilience and performance by taking full advantage…","Ottawa, ON",4.1,,SW Developer - Cloud Native Scheduler
,"This role requires advanced to expert PHP, advanced to the expert level in the frontend stack CSS and JS, impeccable WordPress experience; and solid MySQL,…","Ottawa, ON",,"$70,000 a year",PHP WordPress (Backend) Developer
,"Collaborate with other software developers and other teams to plan, design, develop, test, and maintain STACS DNA software following established standards.","Ottawa, ON",,"$80,000 - $105,000 a year",Software Developer
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,As a developer on our 5G Virtualized Digital Unit Integration and Test Automation team, you'll be a key…","Ottawa, ON",4.1,,New graduate - Cloud Native vDU Test Automation
,"NET developer very familiar with Python / .,NET, SQL Server, and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Intermediate Software Developer (Remote)
Google,"Bachelor's degree in Computer Science, Engineering, a related field or equivalent practical experience.,8 years of experience in an Infrastructure-as-a-Service …","Ottawa, ON",4.3,,"Field Sales Manager, Public Sector, Google Cloud"
AudienceView,"As a successful candidate, you will bring extensive expertise in the design, framework &amp; methodology of data warehousing, and possess experience in the full…","Ottawa, ON",3.3,,Data Engineer
,"NET developer very familiar with Python / .,NET, SQL Server; and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Lead Full Stack Engineer (Remote)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"Millions of errors costing people millions of dollars are being detected on a monthly basis at Noibu, as a Full Stack Developer you will help us build the…","Ottawa, ON",,,Backend Engineer
Ericsson,"Coordinate full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience, and performance by taking full advantage of the…","Ottawa, ON",4.1,,Senior Systems Developer - Cloud Native RAN
Kinaxis,"Minimum 5+ years of experience in Software development, including 5 years as a full stack developer.,Monitor development and production environments in order to…","Ottawa, ON",4.0,,Senior DevOps Developer
,"You will help in developing security controls and educating developers on how to foster a culture of security.,Assist with our responsible disclosure program.","Ottawa, ON",,,Application Security Engineer (Remote within Canada)
Deloitte,"5+ years of experience as a full stack developer – Frontend, Backend &amp; Database.,As a Full Stack Application Developer, you will be part of a team that develops…","Ottawa, ON",4.0,,"Senior Consultant, Application Developer/Architect"
,"Minimum 3 years of experience as a software developer.,We’re looking for an ambitious Full Stack Developer who wishes to become part of a successful startup…","Ottawa, ON",,"$80,000 a year",Full Stack (RoR/.NET/JS) Developer
,"Work closely with our talented designers and product owners to create, maintain and improve components in our design system.","Ottawa, ON",,,Intermediate Front End Software Engineer
Ericsson,"Full-stack virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Developer - Cloud Native 5G vDU Radio Management and Control
IBM,"Knowledge of best practice software engineering practices for full software development life cycle.,Experience with monitoring tools such as Prometheus,…","Ottawa, ON",3.9,,AWS DevOps Engineer
,"Build, and maintain high traffic applications/services; responsible for system requirements, design, full-stack development, testing, deployment, support and…","Ottawa, ON",,,Senior Software Developer
Shopify,"Build tooling that delights Shopify developers and allows them to make an impact quickly.,Help develop our caching infrastructure and advise Shopify developers…","Ottawa, ON",3.9,,"Senior Software Engineer - Cloud Infrastructure (Remote, Americas)"
"Immigration, Refugees and Citizenship Canada",Collaborate with other software developers on the various layers of infrastructure and application stack to design and launch new features.,"Ottawa, ON",4.2,,Senior Java (Back End) Developer
Accedian Networks,"Having a good knowledge and industry experience in a full-stack programming language a definite asset.,Accedian develops best-in-class network monitoring…","Ottawa, ON",3.6,,Data Scientist
,"If you are a passionate developer then read on.,We are currently seeking a permanent full-time Linux Kernel Network Software Engineer.","Ottawa, ON",,,EXPERIENCED LINUX AND KERNEL NETWORK SOFTWARE ENGINEER
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"The R&amp;D product development team is currently made up of four groups of full-stack web application developers.,Support PMs on pitch-shaping for future cycles.","Ottawa, ON",,,"Manager, Product Development (Remote within Canada)"
,"Perform full-stack, full life-cycle feature development.,Passion for championing best practices and ensuring high-quality code by providing technical leadership…","Kanata, ON",,,Senior Software Developer - Ottawa
,"You are responsible for building and managing a variety of features for our public API used for third-party integrations.,Build and update APIs (Flask/Python).","Ottawa, ON",,,Intermediate Back-End Python Developer
,"Collage.com pays 100% of the premium for full health, vision and dental insurance coverage for you and your family in a high-quality Blue Cross Blue Shield PPO…","Ottawa, ON",,,Senior Front-end Software Engineer
Deloitte,"5+ years of experience as a full stack developer – Frontend, Backend &amp; Database.,As a Full Stack Application Developer, you will be part of a team that develops…","Ottawa, ON",4.0,,"Senior Consultant, Application Developer/Architect"
,"Minimum 3 years of experience as a software developer.,We’re looking for an ambitious Full Stack Developer who wishes to become part of a successful startup…","Ottawa, ON",,"$80,000 a year",Full Stack (RoR/.NET/JS) Developer
,"Work closely with our talented designers and product owners to create, maintain and improve components in our design system.","Ottawa, ON",,,Intermediate Front End Software Engineer
Ericsson,"Full-stack virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Developer - Cloud Native 5G vDU Radio Management and Control
IBM,"Knowledge of best practice software engineering practices for full software development life cycle.,Experience with monitoring tools such as Prometheus,…","Ottawa, ON",3.9,,AWS DevOps Engineer
Fortinet,"Familiar with full stack development.,Ability to take full ownership of assigned tasks and work well independently.,5+ years of software development experience.","Ottawa, ON",3.8,,Senior Application Developer
Deloitte,"5+ years of experience as a full stack developer – Frontend, Backend &amp; Database.,As a Full Stack Application Developer, you will be part of a team that develops…","Ottawa, ON",4.0,,"Senior Consultant, Application Developer/Architect"
,"Build, and maintain high traffic applications/services; responsible for system requirements, design, full-stack development, testing, deployment, support and…","Ottawa, ON",,,Senior Software Developer
Shopify,"Build tooling that delights Shopify developers and allows them to make an impact quickly.,Help develop our caching infrastructure and advise Shopify developers…","Ottawa, ON",3.9,,"Senior Software Engineer - Cloud Infrastructure (Remote, Americas)"
"Immigration, Refugees and Citizenship Canada",Collaborate with other software developers on the various layers of infrastructure and application stack to design and launch new features.,"Ottawa, ON",4.2,,Senior Java (Back End) Developer
Accedian Networks,"Having a good knowledge and industry experience in a full-stack programming language a definite asset.,Accedian develops best-in-class network monitoring…","Ottawa, ON",3.6,,Data Scientist
,"Millions of errors costing people millions of dollars are being detected on a monthly basis at Noibu, as a Full Stack Developer you will help us build the…","Ottawa, ON",,,Frontend Engineer
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU; CRAN &amp; DRAN configurations; COTS HW.,Deliver scalability, resilience and performance by taking full advantage…","Ottawa, ON",4.1,,SW Developer - Cloud Native Scheduler
,"This role requires advanced to expert PHP, advanced to the expert level in the frontend stack CSS and JS, impeccable WordPress experience; and solid MySQL,…","Ottawa, ON",,"$70,000 a year",PHP WordPress (Backend) Developer
,"Collaborate with other software developers and other teams to plan, design, develop, test, and maintain STACS DNA software following established standards.","Ottawa, ON",,"$80,000 - $105,000 a year",Software Developer
,"Minimum 3 years of experience as a software developer.,We’re looking for an ambitious Full Stack Developer who wishes to become part of a successful startup…","Ottawa, ON",,"$80,000 a year",Full Stack (RoR/.NET/JS) Developer
,"Work closely with our talented designers and product owners to create, maintain and improve components in our design system.","Ottawa, ON",,,Intermediate Front End Software Engineer
Ericsson,"Full-stack virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Developer - Cloud Native 5G vDU Radio Management and Control
IBM,"Knowledge of best practice software engineering practices for full software development life cycle.,Experience with monitoring tools such as Prometheus,…","Ottawa, ON",3.9,,AWS DevOps Engineer
,"If you are a passionate developer then read on.,We are currently seeking a permanent full-time Linux Kernel Network Software Engineer.","Ottawa, ON",,,EXPERIENCED LINUX AND KERNEL NETWORK SOFTWARE ENGINEER
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"The R&amp;D product development team is currently made up of four groups of full-stack web application developers.,Support PMs on pitch-shaping for future cycles.","Ottawa, ON",,,"Manager, Product Development (Remote within Canada)"
,"Perform full-stack, full life-cycle feature development.,Passion for championing best practices and ensuring high-quality code by providing technical leadership…","Kanata, ON",,,Senior Software Developer - Ottawa
amdocs,"5+ years of full-stack web developer experience.,Responsible for the design, development, modification, debugging and/or maintenance of software systems.","Ottawa, ON",3.8,,Software Engineering Specialist
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,As a developer on our 5G Virtualized Digital Unit Integration and Test Automation team, you'll be a key…","Ottawa, ON",4.1,,New graduate - Cloud Native vDU Test Automation
,"NET developer very familiar with Python / .,NET, SQL Server, and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Intermediate Software Developer (Remote)
Google,"Bachelor's degree in Computer Science, Engineering, a related field or equivalent practical experience.,8 years of experience in an Infrastructure-as-a-Service …","Ottawa, ON",4.3,,"Field Sales Manager, Public Sector, Google Cloud"
AudienceView,"As a successful candidate, you will bring extensive expertise in the design, framework &amp; methodology of data warehousing, and possess experience in the full…","Ottawa, ON",3.3,,Data Engineer
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Senior Developer - Cloud Native 5G vDU Radio Management and Control
amdocs,"5+ years of full-stack web developer experience.,If you’re a smartphone user then you are part of an ever more connected and digital world.","Ottawa, ON",3.8,,Software Engineering Specialist
,"Build, and maintain high traffic applications/services; responsible for system requirements, design, full-stack development, testing, deployment, support and…","Ottawa, ON",,,Senior Software Developer
Shopify,"Build tooling that delights Shopify developers and allows them to make an impact quickly.,Help develop our caching infrastructure and advise Shopify developers…","Ottawa, ON",3.9,,"Senior Software Engineer - Cloud Infrastructure (Remote, Americas)"
"Immigration, Refugees and Citizenship Canada",Collaborate with other software developers on the various layers of infrastructure and application stack to design and launch new features.,"Ottawa, ON",4.2,,Senior Java (Back End) Developer
Accedian Networks,"Having a good knowledge and industry experience in a full-stack programming language a definite asset.,Accedian develops best-in-class network monitoring…","Ottawa, ON",3.6,,Data Scientist
Deloitte,"5+ years of experience as a full stack developer – Frontend, Backend &amp; Database.,As a Full Stack Application Developer, you will be part of a team that develops…","Ottawa, ON",4.0,,"Senior Consultant, Application Developer/Architect"
,"You are responsible for building and managing a variety of features for our public API used for third-party integrations.,Build and update APIs (Flask/Python).","Ottawa, ON",,,Intermediate Back-End Python Developer
,"Collage.com pays 100% of the premium for full health, vision and dental insurance coverage for you and your family in a high-quality Blue Cross Blue Shield PPO…","Ottawa, ON",,,Senior Front-end Software Engineer
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Senior Developer - Cloud Native 5G vDU Radio Management and Control
Ross Video,"While we have individual specialties, we are all full stack developers.,If you are the successful candidate, you may be required to undergo a background check…","Ottawa, ON",3.7,,Senior Software Developer - Ross Web Platform (Job Req. #2021-100)
,"Multiple end-to-end full life cycle implementations of Dynamics 365.,Stay current with Microsoft products and related technologies, particularly Azure stack…","Ottawa, ON",,"$65,000 - $100,000 a year",Solution Architect (Canada Wide)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"NET developer very familiar with Python / .,NET, SQL Server; and front end technologies like HTML, CSS, JSON, XML and JavaScript Frameworks like Angular and…","Ottawa, ON",,,Lead Full Stack Engineer (Remote)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"Millions of errors costing people millions of dollars are being detected on a monthly basis at Noibu, as a Full Stack Developer you will help us build the…","Ottawa, ON",,,Backend Engineer
Ericsson,"Coordinate full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience, and performance by taking full advantage of the…","Ottawa, ON",4.1,,Senior Systems Developer - Cloud Native RAN
Ross Video,"While we have individual specialties, we are all full stack developers.,If you are the successful candidate, you may be required to undergo a background check…","Ottawa, ON",3.7,,Senior Software Developer - Ross Web Platform (Job Req. #2021-100)
,"Multiple end-to-end full life cycle implementations of Dynamics 365.,Stay current with Microsoft products and related technologies, particularly Azure stack…","Ottawa, ON",,"$65,000 - $100,000 a year",Solution Architect (Canada Wide)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"Hands-on full stack LAMP expertise.,At least two years experience working as a front-and-back-end web developer in a marketing/advertising agency environment or…","Ottawa, ON",,,Bilingual Web Applications Programmer/Analyst (2020-0053)
Ericsson,"Full-stack Virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Senior Developer - Cloud Native 5G vDU Radio Management and Control
Ross Video,"While we have individual specialties, we are all full stack developers.,We are a strong believer in technical excellence and want to create craftspeople as…","Ottawa, ON",3.7,,Senior Software Developer - Ross Web Platform (Job Req. #2021-100)
,"Multiple end-to-end full life cycle implementations of Dynamics 365.,Stay current with Microsoft products and related technologies, particularly Azure stack…","Ottawa, ON",,"$65,000 - $100,000 a year",Solution Architect (Canada Wide)
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"If you are a passionate developer then read on.,We are currently seeking a permanent full-time Linux Kernel Network Software Engineer.","Ottawa, ON",,,EXPERIENCED LINUX AND KERNEL NETWORK SOFTWARE ENGINEER
Client Of Emergitel,Our client is looking for a Senior Developer-Analyst contractor with experience as a full-stack developer with web application development experience to join a…,"Ottawa, ON",3.3,$50 - $55 an hour,Application Developer (.Net)
,"The R&amp;D product development team is currently made up of four groups of full-stack web application developers.,Support PMs on pitch-shaping for future cycles.","Ottawa, ON",,,"Manager, Product Development (Remote within Canada)"
,"Perform full-stack, full life-cycle feature development.,Passion for championing best practices and ensuring high-quality code by providing technical leadership…","Kanata, ON",,,Senior Software Developer - Ottawa
,"Minimum 3 years of experience as a software developer.,We’re looking for an ambitious Full Stack Developer who wishes to become part of a successful startup…","Ottawa, ON",,"$80,000 a year",Full Stack (RoR/.NET/JS) Developer
,"Work closely with our talented designers and product owners to create, maintain and improve components in our design system.","Ottawa, ON",,,Intermediate Front End Software Engineer
Ericsson,"Full-stack virtualization of the 5G NR CU and DU.,Be able to deliver scalability, resilience and performance by taking full advantage of the evolving…","Ottawa, ON",4.1,,Developer - Cloud Native 5G vDU Radio Management and Control
IBM,"Knowledge of best practice software engineering practices for full software development life cycle.,Experience with monitoring tools such as Prometheus,…","Ottawa, ON",3.9,,AWS DevOps Engineer
,"Hands-on full stack LAMP expertise.,At least two years experience working as a front-and-back-end web developer in a marketing/advertising agency environment or…","Ottawa, ON",,,Bilingual Web Applications Programmer/Analyst (2020-0053)
,"Be a key contributor on a full stack SCRUM team.,We are a small, fast-growing company with a strong team of developers, a loyal customer base, and a highly…","Ottawa, ON",,,Sr. Software Engineer (Fullstack)
,"Minimum of 5 years of experience in full stack software development experience using PHP and JavaScript.,This position is crucial for helping drive and push…","Ottawa, ON",,,Lead Software Engineer
Qlik,"Providing technical leadership, mentoring and coaching of developers on the team.,Taking full ownership of micro-services and having input into our future…","Ottawa, ON",3.7,,"Senior Software Engineer, Cognitive Services"
Kinaxis,"Minimum 5+ years of experience in Software development, including 5 years as a full stack developer.,Monitor development and production environments in order to…","Ottawa, ON",4.0,,Senior DevOps Developer
,"You will help in developing security controls and educating developers on how to foster a culture of security.,Assist with our responsible disclosure program.","Ottawa, ON",,,Application Security Engineer (Remote within Canada)
,"Be a key contributor on a full stack SCRUM team.,We are a small, fast-growing company with a strong team of developers, a loyal customer base, and a highly…","Ottawa, ON",,,Sr. Software Engineer (Fullstack)
,"Minimum of 5 years of experience in full stack software development experience using PHP and JavaScript.,This position is crucial for helping drive and push…","Ottawa, ON",,,Lead Software Engineer
Qlik,"Providing technical leadership, mentoring and coaching of developers on the team.,Taking full ownership of micro-services and having input into our future…","Ottawa, ON",3.7,,"Senior Software Engineer, Cognitive Services"
TechInsights,"You have experience with full stack web development, including deploying to AWS – we use Java/Spring Boot/Angular/JavaScript/Node.js/Python/PostgreSQL – you do…","Ottawa, ON",2.8,,Software Developer (Java)
,"Hands-on full stack LAMP expertise.,At least two years experience working as a front-and-back-end web developer in a marketing/advertising agency environment or…","Ottawa, ON",,,Bilingual Web Applications Programmer/Analyst (2020-0053)
,"Be a key contributor on a full stack SCRUM team.,In our engineering department, nobody is just a developer.,We are a small, fast-growing company with a strong…","Ottawa, ON",,,Sr. Software Engineer (Fullstack)
,"Minimum of 5 years of experience in full stack software development experience using PHP and JavaScript.,You will both individually contribute to projects as…","Ottawa, ON",,,Lead Software Engineer
Qlik,"Providing technical leadership, mentoring and coaching of developers on the team.,Taking full ownership of micro-services and having input into our future…","Ottawa, ON",3.7,,"Senior Software Engineer, Cognitive Services"
,"You are responsible for building and managing a variety of features for our public API used for third-party integrations.,Build and update APIs (Flask/Python).","Ottawa, ON",,,Intermediate Back-End Python Developer
,"Collage.com pays 100% of the premium for full health, vision and dental insurance coverage for you and your family in a high-quality Blue Cross Blue Shield PPO…","Ottawa, ON",,,Senior Front-end Software Engineer
,"Build, and maintain high traffic applications/services; responsible for system requirements, design, full-stack development, testing, deployment, support and…","Ottawa, ON",,,Senior Software Developer
Shopify,"Build tooling that delights Shopify developers and allows them to make an impact quickly.,Help develop our caching infrastructure and advise Shopify developers…","Ottawa, ON",3.9,,"Senior Software Engineer - Cloud Infrastructure (Remote, Americas)"
"Immigration, Refugees and Citizenship Canada",Collaborate with other software developers on the various layers of infrastructure and application stack to design and launch new features.,"Ottawa, ON",4.2,,Senior Java (Back End) Developer
Accedian Networks,"Having a good knowledge and industry experience in a full-stack programming language a definite asset.,Accedian develops best-in-class network monitoring…","Ottawa, ON",3.6,,Data Scientist
TechInsights,"You have experience with full stack web development, including deploying to AWS – we use Java/Spring Boot/Angular/JavaScript/Node.js/Python/PostgreSQL – you do…","Ottawa, ON",2.8,,Software Developer (Java)
Fuze,"As a full stack developer is a significant asset.,We develop containerized micro services deployed in AWS leveraging the latest auto-scale tooling, using the…","Ottawa, ON",4.1,,Senior Software Engineer- Back Office Applications Team
Cisco Systems,"They will be open to full-stack development, handling front-end and back-end changes and own functionalities end-to-end.","Ottawa, ON",4.1,,Senior Software Engineer - Cloud Tooling
